name,text,folder_id
73/11.jpg,Hoà Mỹ Đông H Tây Hoà Phú Yên,73
272/1.jpg,Tân Hậu A5 Tân An Thị Xã Tân Châu An Giang,272
160/18.jpg,Kp7 Long Bình Thành Phố Biên Hoà Đồng Nai,160
35/24.jpg,Thôn Lạc Ma Chải Pha Long Mường Khương Lào Cai,35
90/8.jpg,Sn 53 Tổ 3 Tân Thanh Tp Điện Biên Phủ Điện Biên,90
76/11.jpg,C74/435 Đà Nẵng Cầu Tre Ngô Quyền Hải Phòng,76
8/21.jpg,34/7 Lạc Long Quân Phước Tân Nha Trang Khánh Hoà,8
260/6.jpg,Ấp 1a8 Vị Bình Vị Thuỷ Hậu Giang,260
298/6.jpg,Thôn Quảng Hội 7 Xã Vạn Thắng Vạn Ninh Khánh Hoà,298
72/8.jpg,Hoà Thạnh Tam Bình Vĩnh Long,72
98/15.jpg,Thôn 4 Thiệu Trung Thiệu Hoá Thanh Hoá,98
142/16.jpg,Thôn Phận Yên Bằng Ý Yên Nam Định,142
76/8.jpg,Thôn Cô Ba Phúc Ninh Yên Sơn Tuyên Quang,76
225/5.jpg,Ấp Tầm Vu 8 Thạnh Hoà Phụng Hiệp Hậu Giang,225
262/3.jpg,Xóm 4thôn 3 Gia Huynh Tánh Linh Bình Thuận,262
102/10.jpg,Thôn Trà Long Bình Trung Thăng Bình Quảng Nam,102
258/18.jpg,Thôn Tân Hoà Xuân Sơn Nam Đồng Xuân Phú Yên,258
266/14.jpg,Duệ Khánh Nội Duệ Tiên Du Bắc Ninh,266
131/2.jpg,Xóm Đồng Tâm Yên Trị Yên Thuỷ Hoà Bình,131
156/10.jpg,Hà Cầu Hà Đông Hà Nội,156
274/17.jpg,Ấp Vĩnh Quới Vĩnh An Châu Thành An Giang,274
127/10.jpg,Thôn Mão Chi Lăng Quế Võ Bắc Ninh,127
167/14.jpg,Nà Bó Mai Sơn Sơn La,167
209/24.jpg,Thôn Hà Tây 1 Điện Hoà Thị Xã Điện Bàn Quảng Nam,209
151/25.jpg,Tổ 17 Khu 6 Cẩm Phú Thành Phố Cẩm Phả Quảng Ninh,151
68/21.jpg,Thôn Đình Tổ Nguyễn Trãi Thường Tín Hà Nội,68
141/7.jpg,Triệu Thành Triệu Sơn Thanh Hoá,141
87/23.jpg,Xóm Tân Thài Tức Tranh Phú Lương Thái Nguyên,87
166/16.jpg,Ấp 5 Tân Lộc Thới Bình Cà Mau,166
95/17.jpg,71/44 Đỗ Năng Tế An Lạc A Bình Tân Thành Phố Hồ Chí Minh,95
273/15.jpg,Tdp Làng Chũ Thị Trấn Chũ Lục Ngạn Bắc Giang,273
222/17.jpg,Giao Hội 1 Hoài Tân Hoài Nhơn Bình Định,222
72/20.jpg,Đồng Viên Nghĩa Hiệp Tư Nghĩa Quảng Ngãi,72
100/25.jpg,81 Đường D99 Tây Thạnh Tân Phú Hồ Chí Minh,100
153/0.jpg,Yên Mạc Yên Mô Ninh Bình,153
142/20.jpg,Thôn Gia Lâm Lệ Chi Gia Lâm Hà Nội,142
8/2.jpg,Thiện Long Bình Gia Lạng Sơn,8
107/5.jpg,Phú Hưng Phú Tân An Giang,107
95/12.jpg,Thị Trấn Nếnh Việt Yên Bắc Giang,95
90/12.jpg,Thuỷ G8ang Hải Thành Dương Kinh Hải Phòng,90
260/16.jpg,Thôn Tri Lễ Tân Ước Thanh Oai Hà Nội,260
111/4.jpg,Thôn Tả Hà Văn Lý Lý Nhân Hà Nam,111
66/4.jpg,Thôn 9 Đắk Búk So Tuy Đức Đắk Nông,66
119/10.jpg,Tổ 6 Trường Thọ Trạm Hành Thành Phố Đà Lạt Lâm Đồng,119
77/24.jpg,Khu 6 Xuân Thiện Xuân Thiện Thống Nhất Đồng Nai,77
264/13.jpg,Tân Hồng Bình Giang Hải Dương,264
222/19.jpg,Bình Nam Thăng Bình Quảng Nam,222
76/7.jpg,Lộc Phát Thành Phố Bảo Lộc Lâm Đồng,76
209/25.jpg,183/ga An Hiệp Ba Tri Bến Tre,209
11/14.jpg,Định Công Yên Định Thanh Hoá,11
138/25.jpg,Đông Phước A Châu Thành Hậu Giang,138
267/3.jpg,Cam Bình Tp Cam Ranh Khánh Hoà,267
139/7.jpg,813 Tôn Đức Thắng Phường 7 Tp Sóc Trăng Sóc Trăng,139
67/25.jpg,669/91 Đs 6 Phường 35 Gò Vấp Tp Hồ Chí Minh,67
276/8.jpg,Vĩnh Thạnh Nha Trang Khánh Hoà,276
263/5.jpg,166/34 Hậu Giang Phường 28 Quận 2 Tp Hồ Chí Minh,263
273/6.jpg,366/2 Long Thành Long Hậu Lai Vung Đồng Tháp,273
289/16.jpg,Thượng Hoà Nho Quan Ninh Bình,289
111/6.jpg,Hiệp Đức Cai Lậy Tiền Giang,111
122/12.jpg,Khu Hồ Ngọc Lân Kinh Bắc Tp Bắc Ninh Bắc Ninh,122
95/23.jpg,Ấp 7 Thị Trấn Long Phú Long Phú Sóc Trăng,95
130/20.jpg,Thôn Phú Thành Phú Riềng Phú Riềng Bình Phước,130
111/14.jpg,Cần Đước Long An,111
211/19.jpg,Lâm Hải Năm Căn Cà Mau,211
259/25.jpg,Châu Hưng A Vĩnh Lợi Bạc Liêu,259
148/25.jpg,Ninh Phúc Thành Phố Ninh Bình Ninh Bình,148
126/20.jpg,Thôn Các Các Sơn Thị Xã Nghi Sơn Thanh Hoá,126
61/18.jpg,Tổ 8 Ấp Kiến Sơn Kiên Bình Kiên Lương Kiên Giang,61
289/11.jpg,713/2a Lê Văn Thọ Phường 6 Gò Vấp Tp Hồ Chí Minh,289
277/18.jpg,Phường 67 Tân Bình Tp Hồ Chí Minh,277
219/5.jpg,Đội 5 Đông Thượng Đông Yên Quốc Oai Hà Nội,219
68/26.jpg,Thôn Lâm Xá 5 Hồng Thái Tây Đông Triều Quảng Ninh,68
271/9.jpg,Thôn Nà Nam Côn Lôn Na Hang Tuyên Quang,271
272/16.jpg,Roi Sóc Phù Chẩn Thị Xã Từ Sơn Bắc Ninh,272
149/14.jpg,Thôn Quý Dương Tân Trường Cẩm Giàng Hải Dương,149
126/11.jpg,Ấp Kinh Dài Tây Yên An Biên Kiên Giang,126
100/11.jpg,547 Bắc Chan 7 Tuyên Thạnh Thị Xã Kiến Tường Long An,100
132/6.jpg,Quảng Tân Tx Ba Đồn Quảng Bình,132
111/11.jpg,Thôn Tiên Phong Nội Hoàng Yên Dũng Bắc Giang,111
79/3.jpg,Thôn Kim Đới Hữu Bằng Kiến Thuỵ Hải Phòng,79
119/26.jpg,Thị Trấn Quảng Uyên Quảng Hoà Cao Bằng,119
213/8.jpg,Thôn Tân An Hoài Châu Thị Xã Hoài Nhơn Bình Định,213
156/17.jpg,Ấp 5 Gia Canh Định Quán Đồng Nai,156
265/12.jpg,Thôn Phú Thuận Nghĩa Thuận Tư Nghĩa Quảng Ngãi,265
139/2.jpg,619 Ấp 4 Phú Xuân Nhà Bè Hồ Chí Minh,139
122/14.jpg,An Thạnh 8 Cù Lạc Dung Sóc Trăng,122
222/26.jpg,Khu 3 Thuỵ Lôi Thuỵ Lâm Đông Anh Hà Nội,222
137/3.jpg,Ấp Tân Mỹ Tân Thành Bình Tân Vĩnh Long,137
132/16.jpg,Khóm 3 Thị Trấn Tri Tôn Tri Tôn An Giang,132
110/12.jpg,Minh Sơn Triệu Sơn Thanh Hoá,110
124/22.jpg,Ấp Ngãi Nhất Tam Ngãi Cầu Kè Trà Vinh,124
219/23.jpg,Nguyễn Trãi Vị Hoàng Thành Phố Nam Định Nam Định,219
87/3.jpg,Tổ 94 Ấp 35 Sông Trầu Trảng Bom Đồng Nai,87
87/20.jpg,Ấp Hoà Lợi 3 Vĩnh Lợi Châu Thành An Giang,87
139/18.jpg,Ninh Thạnh Tp Tây Ninh Tây Ninh,139
39/17.jpg,Tổ 8 Đức Thắng Bắc Từ Liêm Hà Nội,39
217/18.jpg,44/48 Gò Dầu Tân Quý Tân Phú Hồ Chí Minh,217
121/16.jpg,P173 C/c 59 24 N T Bình P Nguyễn Thái Bình T Tp Hcm,121
158/15.jpg,Vĩnh Châu A Tân Hưng Long An,158
273/17.jpg,Thôn Nam Mỹ Lợi Kỳ Văn Kỳ Anh Hà Tĩnh,273
119/23.jpg,32/82/8 T T Phan Bình Trị Đông Bình Tân Tp Hồ Chí Minh,119
267/24.jpg,Xóm 3 Đông Lao Đông La Hoài Đức Hà Nội,267
147/1.jpg,Thôn Phú Tứ Tam Trà Núi Thành Quảng Nam,147
300/7.jpg,Bình Tường Tây Sơn Bình Định,300
119/25.jpg,Thôn Đừng Nhạp La Lốp Ea Súp Đắk Lắk,119
153/5.jpg,Thị Trấn Thứ Mười Một An Minh Kiên Giang,153
110/5.jpg,Ấp 3 Lương Nghĩa Long Mỹ Hậu Giang,110
119/13.jpg,Hoà Quý Ngũ Hành Sơn Đà Nẵng,119
219/19.jpg,Dĩ An Thành Phố D1 An Bình Dương,219
300/18.jpg,Thôn Núi Thượng Quang Thịnh Lạng Giang Bắc Giang,300
221/21.jpg,25 Đường 31 Kp5 Tăng Nhơn Phú B Tp Thủ Đức Hồ Chí Minh,221
258/23.jpg,Thôn Minh Đức Minh Lộc Hậu Lộc Thanh Hoá,258
11/8.jpg,Kiên Giang,11
121/24.jpg,Phường 16 Gò Vấp Tp Hồ Chí Minh,121
77/14.jpg,Thôn Nam Phước Lộc An Phú Lộc Thừa Thiên Huế,77
72/14.jpg,823/14/12 Lv Quới Bình Trị Đông A Bình Tân Tp Hồ Chí Minh,72
195/22.jpg,Tân Phong Kiến Thuỵ Hải Phòng,195
271/2.jpg,Tổ 54 Khu Phố 1 Đống Đa Quy Nhơn Bình Định,271
266/8.jpg,Xóm 37 Nghĩa Phú Nghĩa Hưng Nam Định,266
87/7.jpg,Khu Phố Guột Việt Hùng Quế Võ Bắc Ninh,87
66/17.jpg,Phú Nam Bắc Mê Hà Giang,66
298/11.jpg,85/5 Tuệ Tĩnh Lộc Thọ Nha Trang Khánh Hoà,298
77/18.jpg,Ấp Tân Hiệp Tân Thành Bù Đốp Bình Phước,77
272/3.jpg,697/9/12 Quang Trung Phường 82 Gò Vấp Tp Hồ Chí Minh,272
73/18.jpg,Xã Tân Đức H Phú Bình T Thái Nguyên,73
273/11.jpg,Tân Hoà Tiểu Cần Trà Vinh,273
119/5.jpg,Khu Phố 5 Phú Thuỷ Phan Thiết Bình Thuận,119
271/15.jpg,17 Lê Hồng Phong Phường 3 Thành Phố Tuy Hoà Phú Yên,271
149/2.jpg,Thôn Lệ Sơn Duy Nghĩa Duy Xuyên Quảng Nam,149
10/8.jpg,Cần Thơ,10
103/24.jpg,Lai Hoà Vĩnh Châu Sóc Trăng,103
122/5.jpg,Thôn Cao La Dân Chủ Tứ Kỳ Hải Dương,122
73/16.jpg,Tổ Dân Phố Số 3 Thị Trấn Trạm Tấu Trạm Tấu Yên Bái,73
73/13.jpg,Thôn Thống Nhất La Phù Hoà Đức Hà Nội,73
258/8.jpg,Thôn Đoàn Kết Bàu Cạn Chư Prông Gia Lai,258
262/18.jpg,Ấp Tân Hội Phước Hội Đất Đỏ Bà Rịa Vũng Tàu,262
39/9.jpg,Tiên Thắng Tiên Lãng Hải Phòng,39
258/6.jpg,Tú Sơn Kim Bôi Hoà Bình,258
276/3.jpg,Hưng Thành Vĩnh Lợi Bạc Liêu,276
79/19.jpg,Thôn Tân Phú 1 Đinh Lạc Di Linh Lâm Đồng,79
259/21.jpg,Thanh Lĩnh Huyện Thanh Chương Nghệ An,259
10/15.jpg,Tường Thắng B Vĩnh Thanh Phước Long Bạc Liêu,10
156/24.jpg,Thôn Lập Lá Lâm Sơn Ninh Sơn Ninh Thuận,156
262/5.jpg,Nhơn Mỹ Chợ Mới An Giang,262
193/4.jpg,Phường 18 Quận 1 Hồ Chí Minh,193
258/22.jpg,886 Phước Thành Phước Thạnh Châu Thành Bến Tre,258
229/9.jpg,Na Sang Mường Chà Điện Biên,229
61/26.jpg,Thôn Lạc Sơn Lạc Lâm Đơn Dương Lâm Đồng,61
93/3.jpg,Xã Hoà Phong Huyện Hoà Vang T Phố Đà Nẵng,93
193/11.jpg,Thôn Hải Phúc 4 Hoằng Thắng Hoằng Hoá Thanh Hoá,193
163/15.jpg,467 Lầu 3 Hà Tôn Quyền Phường 46 Quận 7 Tp Hồ Chí Minh,163
267/12.jpg,Minh Hoàng Phù Cừ Hưng Yên,267
195/25.jpg,Đội 9 An Duyệt Hùng Tiến Mỹ Đức Hà Nội,195
15/3.jpg,Ấp Suối Dzui Túc Trưng Định Quán Đồng Nai,15
125/26.jpg,Phường 81 Phú Nhuận Tp Hồ Chí Minh,125
273/16.jpg,Mỹ Hoà Hoà Hiệp Bắc Thị Xã Đông Hoà Phú Yên,273
137/7.jpg,Liêm Hải Trực Ninh Nam Định,137
221/16.jpg,17/7 Nguyễn Văn Cừ Tân Lập Tp Buôn Ma Thuột Đắk Lắk,221
289/4.jpg,Xuân Thọ Xuân Lộc Đồng Nai,289
93/22.jpg,Ấp Nhân Thuận Xuyên Mộc Xuyên Mộc Bà Rịa Vũng Tàu,93
39/6.jpg,Khánh Hoà Yên Khánh Ninh Bình,39
110/23.jpg,Khu 7 Hoà Lạc Thành Phố Móng Cái Quảng Ninh,110
219/1.jpg,Thị Xã Hoài Nhơn Bình Định,219
7/20.jpg,Ấp Nhưng Miên Viên An Đông Ngọc Hiển Cà Mau,7
77/17.jpg,Số 9/36/77 Lạch Tray Kênh Lê Chân Hải Phòng,77
222/20.jpg,Kỳ Phương Thị Xã Kỳ Anh Hà Tĩnh,222
261/11.jpg,Song Lộc Châu Thành Trà Vinh,261
300/3.jpg,426/ab6 An Bình 75 An Hoà Tây Ba Tri Bến Tre,300
141/10.jpg,Gò Đình Muôn Khánh Thượng Ba Vì Hà Nội,141
110/18.jpg,Kim Mỹ Kim Sơn Ninh Bình,110
73/22.jpg,Làng Rẽ Vân Âm Ngọc Lặc Thanh Hoá,73
267/17.jpg,Xã Châu Khê Huyện Con Cuông Nghệ An,267
193/16.jpg,Tổ 2 Thị Trấn Nam Giang Nam Trực Nam Định,193
76/24.jpg,Quán Khái 6 Hoà Hải Ngũ Hành Sơn Đà Nẵng,76
132/3.jpg,Cái Keo An Phúc Đông Hải Bạc Liêu,132
8/8.jpg,Thôn Nà Lùng Hoàng Văn Thụ Văn Lãng Lạng Sơn,8
153/6.jpg,Hoằng Đại Thành Phố Thanh Hoá Thanh Hoá,153
132/26.jpg,Thới Thạnh Đông Thới Long Ô Môn Cần Thơ,132
119/24.jpg,Thôn 2 Ea Tiêu Cư Kuin Đắk Lắk,119
226/23.jpg,91h9 Tt Nguyễn Công Trứ Phố Huế Hai Bà Trưng Hà Nội,226
18/14.jpg,89/92 Bông Sao Phường 39 Quận 2 Tp Hồ Chí Minh,18
208/13.jpg,Tiều Khu 39 Thị Trấn Mộc Châu Mộc Châu Sơn La,208
103/17.jpg,K96/1 Nguyễn Chí Thanh Thạch Thang Hải Châu Đà Nẵng,103
